x	y	t	temp
3.840579688549041748e-01	8.368358016014099121e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.666666865348815918e-01	9.632132202386856079e-02	0.000000000000000000e+00	5.000000000000000000e-01
2.898550629615783691e-01	5.983650088310241699e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.869565010070800781e-01	2.845877110958099365e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.362318754196166992e-01	4.477519094944000244e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.942029356956481934e-01	7.991825342178344727e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.376812458038330078e-01	5.867908149957656860e-02	0.000000000000000000e+00	5.000000000000000000e-01
2.536231875419616699e-01	5.866804346442222595e-02	0.000000000000000000e+00	5.000000000000000000e-01
5.434782505035400391e-01	2.343833446502685547e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.159420013427734375e-01	8.377023041248321533e-02	0.000000000000000000e+00	5.000000000000000000e-01
9.874489307403564453e-01	3.550724685192108154e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.405797183513641357e-01	4.100986421108245850e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.347938895225524902e-01	2.594944238662719727e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.333333432674407959e-01	3.473431766033172607e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.797101929783821106e-02	6.987738013267517090e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.681159377098083496e-01	2.594855129718780518e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.985507190227508545e-01	6.109161376953125000e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.057971239089965820e-01	8.995912671089172363e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.299174621701240540e-02	1.718642860651016235e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.710144996643066406e-01	2.343833446502685547e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.333333432674407959e-01	7.991825342178344727e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.420022964477539062e-01	6.485539674758911133e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.188405632972717285e-01	1.255109254270792007e-02	0.000000000000000000e+00	5.000000000000000000e-01
1.599733680486679077e-01	2.389165945351123810e-02	0.000000000000000000e+00	5.000000000000000000e-01
4.855072498321533203e-01	8.377033472061157227e-02	0.000000000000000000e+00	5.000000000000000000e-01
6.376811861991882324e-01	5.732628703117370605e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.217391252517700195e-01	9.497956633567810059e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.231884136795997620e-01	2.845877110958099365e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.376811861991882324e-01	2.469344288110733032e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.754647523164749146e-02	2.246440388262271881e-02	0.000000000000000000e+00	5.000000000000000000e-01
2.536231875419616699e-01	5.607117414474487305e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.811594367027282715e-01	3.222409784793853760e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.523659378290176392e-01	3.447658941149711609e-02	0.000000000000000000e+00	5.000000000000000000e-01
6.449200510978698730e-01	5.867590382695198059e-02	0.000000000000000000e+00	5.000000000000000000e-01
4.129895865917205811e-01	5.910088866949081421e-02	0.000000000000000000e+00	5.000000000000000000e-01
7.463768124580383301e-01	4.854052066802978516e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.188405632972717285e-01	4.100986421108245850e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.202898740768432617e-01	7.615292072296142578e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.333333134651184082e-01	9.874489307403564453e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.869565010070800781e-01	2.594855427742004395e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.478260934352874756e-01	9.497956633567810059e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.173913121223449707e-01	1.339745968580245972e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.246376872062683105e-01	5.105074048042297363e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.043478131294250488e-01	4.854052066802978516e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.666666865348815918e-01	7.238759398460388184e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.362318754196166992e-01	9.246934652328491211e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.376811861991882324e-01	3.975475430488586426e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.318840622901916504e-01	1.088724136352539062e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.353693127632141113e-02	5.230246186256408691e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.350425601005554199e-01	3.450538590550422668e-02	0.000000000000000000e+00	5.000000000000000000e-01
1.956521868705749512e-01	3.347920775413513184e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.492753744125366211e-01	3.975475430488586426e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.736340522766113281e-01	3.380480408668518066e-02	0.000000000000000000e+00	5.000000000000000000e-01
7.971014827489852905e-02	8.377023041248321533e-02	0.000000000000000000e+00	5.000000000000000000e-01
8.626325130462646484e-01	1.225625630468130112e-02	0.000000000000000000e+00	5.000000000000000000e-01
2.681159377098083496e-01	3.347920775413513184e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.608695626258850098e-01	9.632132202386856079e-02	0.000000000000000000e+00	5.000000000000000000e-01
9.202898740768432617e-01	1.339745968580245972e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.391304373741149902e-01	7.740803360939025879e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.884058117866516113e-01	1.088724136352539062e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.623188138008117676e-01	1.339745968580245972e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.862356185913085938e-01	3.709348440170288086e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.956521719694137573e-01	7.113248705863952637e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.811594218015670776e-01	7.364270687103271484e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.971015572547912598e-02	4.854052066802978516e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.362318754196166992e-01	9.497956037521362305e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.463768124580383301e-01	5.481606721878051758e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.420289993286132812e-01	5.105074048042297363e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.347826242446899414e-01	5.230584740638732910e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.884058117866516113e-01	4.352008104324340820e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.608695626258850098e-01	5.983650088310241699e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.840579986572265625e-01	2.971388101577758789e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.753623127937316895e-01	6.611204743385314941e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.811594367027282715e-01	7.740803360939025879e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.405797481536865234e-01	8.744890689849853516e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.840579688549041748e-01	5.356095433235168457e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.768116235733032227e-01	8.619379997253417969e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.797101259231567383e-01	4.728541076183319092e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.782608747482299805e-01	2.971388101577758789e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.826086878776550293e-01	5.481606721878051758e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.043478131294250488e-01	3.390775248408317566e-02	0.000000000000000000e+00	5.000000000000000000e-01
5.942028760910034180e-01	5.983650088310241699e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.855072498321533203e-01	2.092811614274978638e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.086956560611724854e-01	2.845877110958099365e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.811594218015670776e-01	3.347920775413513184e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.057970941066741943e-01	3.473431766033172607e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.304348111152648926e-01	6.109161376953125000e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.101449370384216309e-01	6.360183358192443848e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.536231875419616699e-01	8.619379997253417969e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.507246255874633789e-01	2.720366120338439941e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.869565606117248535e-01	8.117336034774780273e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.536231875419616699e-01	5.230584740638732910e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.840579986572265625e-01	2.720366120338439941e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.753623127937316895e-01	9.874489307403564453e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.460803672671318054e-02	2.974038720130920410e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.405797183513641357e-01	7.615292668342590332e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.246377319097518921e-02	4.728541076183319092e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.318840622901916504e-01	5.983650088310241699e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.797101929783821106e-02	2.469344437122344971e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.231884360313415527e-01	3.222409784793853760e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.666666716337203979e-01	4.100986421108245850e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.872369766235351562e-01	8.914535641670227051e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.985507488250732422e-01	8.870401978492736816e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.318840622901916504e-01	6.360183358192443848e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.522791087627410889e-02	4.351947605609893799e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.787629246711730957e-01	9.359049797058105469e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.333333134651184082e-01	3.598942756652832031e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.028985619544982910e-01	5.858139395713806152e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.898550927639007568e-01	3.222409784793853760e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.202898144721984863e-01	8.619379997253417969e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.478260636329650879e-01	3.849964439868927002e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.971014827489852905e-02	2.594855427742004395e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.753623425960540771e-01	9.497956633567810059e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.465400397777557373e-01	2.375972084701061249e-02	0.000000000000000000e+00	5.000000000000000000e-01
8.115941882133483887e-01	3.724453449249267578e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.536231875419616699e-01	3.724453449249267578e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.304348111152648926e-01	1.088724136352539062e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.811594367027282715e-01	2.720366120338439941e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.318840622901916504e-01	5.481606721878051758e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.000000000000000000e-01	6.611204743385314941e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.255109254270792007e-02	6.884058117866516113e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.014492511749267578e-01	4.100986421108245850e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.395798195153474808e-02	3.981491625308990479e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.536231875419616699e-01	7.238759398460388184e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.318840622901916504e-01	8.242847323417663574e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.199762046337127686e-01	2.457098662853240967e-02	0.000000000000000000e+00	5.000000000000000000e-01
7.608695626258850098e-01	6.862226724624633789e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.695652484893798828e-01	7.740803360939025879e-01	0.000000000000000000e+00	5.000000000000000000e-01
9.202898740768432617e-01	3.096898794174194336e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.144927501678466797e-01	5.607117414474487305e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.478260636329650879e-01	2.343833446502685547e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.202898740768432617e-01	8.995912671089172363e-01	0.000000000000000000e+00	5.000000000000000000e-01
6.159420609474182129e-01	8.870401382446289062e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.393672764301300049e-01	3.493568301200866699e-02	0.000000000000000000e+00	5.000000000000000000e-01
7.971014380455017090e-01	4.728541076183319092e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.072464421391487122e-02	3.347920775413513184e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.759000062942504883e-01	1.118861883878707886e-02	0.000000000000000000e+00	5.000000000000000000e-01
2.681159377098083496e-01	4.352008402347564697e-01	0.000000000000000000e+00	5.000000000000000000e-01
1.276497542858123779e-02	2.199699170887470245e-02	0.000000000000000000e+00	5.000000000000000000e-01
7.753623127937316895e-01	7.615292072296142578e-01	0.000000000000000000e+00	5.000000000000000000e-01
2.681159377098083496e-01	1.088724136352539062e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.565217494964599609e-01	7.113248705863952637e-01	0.000000000000000000e+00	5.000000000000000000e-01
4.927536249160766602e-01	2.469344288110733032e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.652173757553100586e-01	6.987738013267517090e-01	0.000000000000000000e+00	5.000000000000000000e-01
7.753623127937316895e-01	2.092811465263366699e-01	0.000000000000000000e+00	5.000000000000000000e-01
3.115942180156707764e-01	5.105074048042297363e-01	0.000000000000000000e+00	5.000000000000000000e-01
5.652173757553100586e-01	1.716278791427612305e-01	0.000000000000000000e+00	5.000000000000000000e-01
8.115941882133483887e-01	7.121913135051727295e-02	0.000000000000000000e+00	5.000000000000000000e-01
