x y tempo temperatura
0.000000 0.000000 0.400000 100.718597
0.000000 1.000000 0.400000 69.358032
0.000000 0.985507 0.400000 76.095818
0.000000 0.971014 0.400000 81.701721
0.000000 0.956522 0.400000 86.321388
0.000000 0.942029 0.400000 90.094589
0.000000 0.927536 0.400000 93.149376
0.000000 0.913043 0.400000 95.599968
0.000000 0.898551 0.400000 97.545792
0.000000 0.884058 0.400000 99.072601
0.000000 0.869565 0.400000 100.253372
0.000000 0.855072 0.400000 101.149689
0.000000 0.840580 0.400000 101.813507
0.000000 0.826087 0.400000 102.288078
0.000000 0.811594 0.400000 102.609512
0.000000 0.797101 0.400000 102.807922
0.000000 0.782609 0.400000 102.908066
0.000000 0.768116 0.400000 102.930450
0.000000 0.753623 0.400000 102.891945
0.000000 0.739130 0.400000 102.806473
0.000000 0.724638 0.400000 102.685356
0.000000 0.710145 0.400000 102.537895
0.000000 0.695652 0.400000 102.371689
0.000000 0.681159 0.400000 102.192902
0.000000 0.666667 0.400000 102.006531
0.000000 0.652174 0.400000 101.816605
0.000000 0.637681 0.400000 101.626419
0.000000 0.623188 0.400000 101.438545
0.000000 0.608696 0.400000 101.255058
0.000000 0.594203 0.400000 101.077576
0.000000 0.579710 0.400000 100.907394
0.000000 0.565217 0.400000 100.745468
0.000000 0.550725 0.400000 100.592545
0.000000 0.536232 0.400000 100.449112
0.000000 0.521739 0.400000 100.315582
0.000000 0.507246 0.400000 100.192169
0.000000 0.492754 0.400000 100.078964
0.000000 0.478261 0.400000 99.976013
0.000000 0.463768 0.400000 99.883270
0.000000 0.449275 0.400000 99.800621
0.000000 0.434783 0.400000 99.727928
0.000000 0.420290 0.400000 99.664963
0.000000 0.405797 0.400000 99.611542
0.000000 0.391304 0.400000 99.567337
0.000000 0.376812 0.400000 99.532150
0.000000 0.362319 0.400000 99.505630
0.000000 0.347826 0.400000 99.487503
0.000000 0.333333 0.400000 99.477448
0.000000 0.318841 0.400000 99.475143
0.000000 0.304348 0.400000 99.480255
0.000000 0.289855 0.400000 99.492455
0.000000 0.275362 0.400000 99.511414
0.000000 0.260870 0.400000 99.536789
0.000000 0.246377 0.400000 99.568260
0.000000 0.231884 0.400000 99.605476
0.000000 0.217391 0.400000 99.648102
0.000000 0.202899 0.400000 99.695824
0.000000 0.188406 0.400000 99.748283
0.000000 0.173913 0.400000 99.805176
0.000000 0.159420 0.400000 99.866165
0.000000 0.144928 0.400000 99.930931
0.000000 0.130435 0.400000 99.999146
0.000000 0.115942 0.400000 100.070496
0.000000 0.101449 0.400000 100.144699
0.000000 0.086957 0.400000 100.221397
0.000000 0.072464 0.400000 100.300339
0.000000 0.057971 0.400000 100.381210
0.000000 0.043478 0.400000 100.463760
0.000000 0.028986 0.400000 100.547668
0.000000 0.014493 0.400000 100.632713
0.000000 0.995984 0.400000 71.346832
0.000000 0.991968 0.400000 73.240753
0.000000 0.987952 0.400000 75.042702
0.000000 0.983936 0.400000 76.755829
0.000000 0.979920 0.400000 78.383217
0.000000 0.975904 0.400000 79.928009
0.000000 0.971888 0.400000 81.393387
0.000000 0.967871 0.400000 82.782394
0.000000 0.963855 0.400000 84.098083
0.000000 0.959839 0.400000 85.343468
0.000000 0.955823 0.400000 86.521576
0.000000 0.951807 0.400000 87.635254
