x y tempo temperatura
0.000000 0.000000 0.030000 99.827545
0.000000 1.000000 0.030000 84.046150
0.000000 0.985507 0.030000 86.101318
0.000000 0.971014 0.030000 87.949387
0.000000 0.956522 0.030000 89.608795
0.000000 0.942029 0.030000 91.096573
0.000000 0.927536 0.030000 92.428436
0.000000 0.913043 0.030000 93.618820
0.000000 0.898551 0.030000 94.680771
0.000000 0.884058 0.030000 95.626266
0.000000 0.869565 0.030000 96.466095
0.000000 0.855072 0.030000 97.210114
0.000000 0.840580 0.030000 97.867233
0.000000 0.826087 0.030000 98.445503
0.000000 0.811594 0.030000 98.952286
0.000000 0.797101 0.030000 99.394318
0.000000 0.782609 0.030000 99.777618
0.000000 0.768116 0.030000 100.107788
0.000000 0.753623 0.030000 100.389893
0.000000 0.739130 0.030000 100.628571
0.000000 0.724638 0.030000 100.828026
0.000000 0.710145 0.030000 100.992203
0.000000 0.695652 0.030000 101.124619
0.000000 0.681159 0.030000 101.228523
0.000000 0.666667 0.030000 101.306915
0.000000 0.652174 0.030000 101.362534
0.000000 0.637681 0.030000 101.397896
0.000000 0.623188 0.030000 101.415298
0.000000 0.608696 0.030000 101.416801
0.000000 0.594203 0.030000 101.404404
0.000000 0.579710 0.030000 101.379822
0.000000 0.565217 0.030000 101.344681
0.000000 0.550725 0.030000 101.300507
0.000000 0.536232 0.030000 101.248596
0.000000 0.521739 0.030000 101.190208
0.000000 0.507246 0.030000 101.126503
0.000000 0.492754 0.030000 101.058487
0.000000 0.478261 0.030000 100.987152
0.000000 0.463768 0.030000 100.913345
0.000000 0.449275 0.030000 100.837852
0.000000 0.434783 0.030000 100.761429
0.000000 0.420290 0.030000 100.684761
0.000000 0.405797 0.030000 100.608421
0.000000 0.391304 0.030000 100.532990
0.000000 0.376812 0.030000 100.458954
0.000000 0.362319 0.030000 100.386826
0.000000 0.347826 0.030000 100.317001
0.000000 0.333333 0.030000 100.249840
0.000000 0.318841 0.030000 100.185699
0.000000 0.304348 0.030000 100.124939
0.000000 0.289855 0.030000 100.067757
0.000000 0.275362 0.030000 100.014404
0.000000 0.260870 0.030000 99.965088
0.000000 0.246377 0.030000 99.920013
0.000000 0.231884 0.030000 99.879288
0.000000 0.217391 0.030000 99.843018
0.000000 0.202899 0.030000 99.811302
0.000000 0.188406 0.030000 99.784172
0.000000 0.173913 0.030000 99.761665
0.000000 0.159420 0.030000 99.743790
0.000000 0.144928 0.030000 99.730522
0.000000 0.130435 0.030000 99.721794
0.000000 0.115942 0.030000 99.717499
0.000000 0.101449 0.030000 99.717567
0.000000 0.086957 0.030000 99.721893
0.000000 0.072464 0.030000 99.730286
0.000000 0.057971 0.030000 99.742638
0.000000 0.043478 0.030000 99.758728
0.000000 0.028986 0.030000 99.778397
0.000000 0.014493 0.030000 99.801407
0.000000 0.995984 0.030000 84.637482
0.000000 0.991968 0.030000 85.211884
0.000000 0.987952 0.030000 85.769707
0.000000 0.983936 0.030000 86.311371
0.000000 0.979920 0.030000 86.837303
0.000000 0.975904 0.030000 87.347908
0.000000 0.971888 0.030000 87.843582
0.000000 0.967871 0.030000 88.324684
0.000000 0.963855 0.030000 88.791603
0.000000 0.959839 0.030000 89.244690
0.000000 0.955823 0.030000 89.684296
0.000000 0.951807 0.030000 90.110809
0.000000 0.947791 0.030000 90.524567
0.000000 0.943775 0.030000 90.925888
0.000000 0.939759 0.030000 91.315125
0.000000 0.935743 0.030000 91.692543
0.000000 0.931727 0.030000 92.058472
0.000000 0.927711 0.030000 92.413277
0.000000 0.923695 0.030000 92.757225
0.000000 0.919679 0.030000 93.090546
0.000000 0.915663 0.030000 93.413567
0.000000 0.911647 0.030000 93.726562
0.000000 0.907631 0.030000 94.029816
0.000000 0.903614 0.030000 94.323563
0.000000 0.899598 0.030000 94.608040
0.000000 0.895582 0.030000 94.883545
0.000000 0.891566 0.030000 95.150269
0.000000 0.887550 0.030000 95.408501
0.000000 0.883534 0.030000 95.658409
0.000000 0.879518 0.030000 95.900223
0.000000 0.875502 0.030000 96.134209
0.000000 0.871486 0.030000 96.360519
0.000000 0.867470 0.030000 96.579391
0.000000 0.863454 0.030000 96.790985
0.000000 0.859438 0.030000 96.995560
0.000000 0.855422 0.030000 97.193237
0.000000 0.851406 0.030000 97.384232
0.000000 0.847390 0.030000 97.568748
0.000000 0.843373 0.030000 97.746918
0.000000 0.839357 0.030000 97.918915
0.000000 0.835341 0.030000 98.084915
0.000000 0.831325 0.030000 98.245094
0.000000 0.827309 0.030000 98.399574
0.000000 0.823293 0.030000 98.548523
0.000000 0.819277 0.030000 98.692101
0.000000 0.815261 0.030000 98.830437
0.000000 0.811245 0.030000 98.963676
0.000000 0.807229 0.030000 99.091965
0.000000 0.803213 0.030000 99.215431
0.000000 0.799197 0.030000 99.334190
0.000000 0.795181 0.030000 99.448349
0.000000 0.791165 0.030000 99.558121
0.000000 0.787149 0.030000 99.663498
0.000000 0.783133 0.030000 99.764725
0.000000 0.779116 0.030000 99.861847
0.000000 0.775100 0.030000 99.954971
0.000000 0.771084 0.030000 100.044250
0.000000 0.767068 0.030000 100.129761
0.000000 0.763052 0.030000 100.211594
0.000000 0.759036 0.030000 100.289871
0.000000 0.755020 0.030000 100.364700
0.000000 0.751004 0.030000 100.436127
0.000000 0.746988 0.030000 100.504318
0.000000 0.742972 0.030000 100.569275
0.000000 0.738956 0.030000 100.631210
0.000000 0.734940 0.030000 100.690102
0.000000 0.730924 0.030000 100.746078
0.000000 0.726908 0.030000 100.799225
0.000000 0.722892 0.030000 100.849617
0.000000 0.718876 0.030000 100.897339
0.000000 0.714859 0.030000 100.942467
0.000000 0.710843 0.030000 100.985062
0.000000 0.706827 0.030000 101.025200
0.000000 0.702811 0.030000 101.062965
0.000000 0.698795 0.030000 101.098419
0.000000 0.694779 0.030000 101.131638
0.000000 0.690763 0.030000 101.162697
0.000000 0.686747 0.030000 101.191635
0.000000 0.682731 0.030000 101.218536
0.000000 0.678715 0.030000 101.243469
0.000000 0.674699 0.030000 101.266457
0.000000 0.670683 0.030000 101.287590
0.000000 0.666667 0.030000 101.306915
0.000000 0.662651 0.030000 101.324509
0.000000 0.658635 0.030000 101.340393
0.000000 0.654619 0.030000 101.354630
0.000000 0.650602 0.030000 101.367310
0.000000 0.646586 0.030000 101.378441
0.000000 0.642570 0.030000 101.388092
0.000000 0.638554 0.030000 101.396301
0.000000 0.634538 0.030000 101.403107
0.000000 0.630522 0.030000 101.408585
0.000000 0.626506 0.030000 101.412773
0.000000 0.622490 0.030000 101.415710
0.000000 0.618474 0.030000 101.417419
0.000000 0.614458 0.030000 101.417969
0.000000 0.610442 0.030000 101.417389
0.000000 0.606426 0.030000 101.415726
0.000000 0.602410 0.030000 101.413025
0.000000 0.598394 0.030000 101.409302
0.000000 0.594378 0.030000 101.404602
0.000000 0.590361 0.030000 101.398994
0.000000 0.586345 0.030000 101.392487
0.000000 0.582329 0.030000 101.385094
0.000000 0.578313 0.030000 101.376869
0.000000 0.574297 0.030000 101.367859
0.000000 0.570281 0.030000 101.358055
0.000000 0.566265 0.030000 101.347542
0.000000 0.562249 0.030000 101.336334
