x y tempo temperatura
0.000000 0.000000 0.040000 100.248955
0.000000 1.000000 0.040000 80.476753
0.000000 0.985507 0.040000 82.796814
0.000000 0.971014 0.040000 84.887947
0.000000 0.956522 0.040000 86.770569
0.000000 0.942029 0.040000 88.463715
0.000000 0.927536 0.040000 89.984894
0.000000 0.913043 0.040000 91.350403
0.000000 0.898551 0.040000 92.574722
0.000000 0.884058 0.040000 93.671288
0.000000 0.869565 0.040000 94.652199
0.000000 0.855072 0.040000 95.528290
0.000000 0.840580 0.040000 96.309433
0.000000 0.826087 0.040000 97.004501
0.000000 0.811594 0.040000 97.621490
0.000000 0.797101 0.040000 98.167679
0.000000 0.782609 0.040000 98.649673
0.000000 0.768116 0.040000 99.073402
0.000000 0.753623 0.040000 99.444290
0.000000 0.739130 0.040000 99.767288
0.000000 0.724638 0.040000 100.046890
0.000000 0.710145 0.040000 100.287201
0.000000 0.695652 0.040000 100.492004
0.000000 0.681159 0.040000 100.664665
0.000000 0.666667 0.040000 100.808380
0.000000 0.652174 0.040000 100.926041
0.000000 0.637681 0.040000 101.020309
0.000000 0.623188 0.040000 101.093590
0.000000 0.608696 0.040000 101.148102
0.000000 0.594203 0.040000 101.185898
0.000000 0.579710 0.040000 101.208847
0.000000 0.565217 0.040000 101.218704
0.000000 0.550725 0.040000 101.217010
0.000000 0.536232 0.040000 101.205231
0.000000 0.521739 0.040000 101.184700
0.000000 0.507246 0.040000 101.156662
0.000000 0.492754 0.040000 101.122253
0.000000 0.478261 0.040000 101.082466
0.000000 0.463768 0.040000 101.038284
0.000000 0.449275 0.040000 100.990631
0.000000 0.434783 0.040000 100.940201
0.000000 0.420290 0.040000 100.887848
0.000000 0.405797 0.040000 100.834213
0.000000 0.391304 0.040000 100.779915
0.000000 0.376812 0.040000 100.725555
0.000000 0.362319 0.040000 100.671623
0.000000 0.347826 0.040000 100.618622
0.000000 0.333333 0.040000 100.567009
0.000000 0.318841 0.040000 100.517166
0.000000 0.304348 0.040000 100.469460
0.000000 0.289855 0.040000 100.424225
0.000000 0.275362 0.040000 100.381729
0.000000 0.260870 0.040000 100.342255
0.000000 0.246377 0.040000 100.305962
0.000000 0.231884 0.040000 100.273087
0.000000 0.217391 0.040000 100.243782
0.000000 0.202899 0.040000 100.218155
0.000000 0.188406 0.040000 100.196312
0.000000 0.173913 0.040000 100.178299
0.000000 0.159420 0.040000 100.164154
0.000000 0.144928 0.040000 100.153877
0.000000 0.130435 0.040000 100.147461
0.000000 0.115942 0.040000 100.144882
0.000000 0.101449 0.040000 100.146042
0.000000 0.086957 0.040000 100.150848
0.000000 0.072464 0.040000 100.159203
0.000000 0.057971 0.040000 100.170975
0.000000 0.043478 0.040000 100.185989
0.000000 0.028986 0.040000 100.204132
0.000000 0.014493 0.040000 100.225159
0.000000 0.995984 0.040000 81.143860
0.000000 0.991968 0.040000 81.792107
0.000000 0.987952 0.040000 82.422096
0.000000 0.983936 0.040000 83.034279
0.000000 0.979920 0.040000 83.629013
0.000000 0.975904 0.040000 84.206795
0.000000 0.971888 0.040000 84.768066
0.000000 0.967871 0.040000 85.313263
0.000000 0.963855 0.040000 85.842712
0.000000 0.959839 0.040000 86.356995
0.000000 0.955823 0.040000 86.856369
0.000000 0.951807 0.040000 87.341263
0.000000 0.947791 0.040000 87.812019
0.000000 0.943775 0.040000 88.269135
0.000000 0.939759 0.040000 88.712883
0.000000 0.935743 0.040000 89.143631
0.000000 0.931727 0.040000 89.561729
0.000000 0.927711 0.040000 89.967545
0.000000 0.923695 0.040000 90.361382
0.000000 0.919679 0.040000 90.743584
0.000000 0.915663 0.040000 91.114449
0.000000 0.911647 0.040000 91.474304
0.000000 0.907631 0.040000 91.823433
0.000000 0.903614 0.040000 92.162086
0.000000 0.899598 0.040000 92.490646
0.000000 0.895582 0.040000 92.809280
0.000000 0.891566 0.040000 93.118347
0.000000 0.887550 0.040000 93.418091
0.000000 0.883534 0.040000 93.708725
0.000000 0.879518 0.040000 93.990494
0.000000 0.875502 0.040000 94.263657
0.000000 0.871486 0.040000 94.528458
0.000000 0.867470 0.040000 94.785095
0.000000 0.863454 0.040000 95.033875
0.000000 0.859438 0.040000 95.274818
0.000000 0.855422 0.040000 95.508324
0.000000 0.851406 0.040000 95.734543
0.000000 0.847390 0.040000 95.953629
0.000000 0.843373 0.040000 96.165817
0.000000 0.839357 0.040000 96.371269
0.000000 0.835341 0.040000 96.570190
0.000000 0.831325 0.040000 96.762657
0.000000 0.827309 0.040000 96.948982
0.000000 0.823293 0.040000 97.129280
0.000000 0.819277 0.040000 97.303665
0.000000 0.815261 0.040000 97.472351
0.000000 0.811245 0.040000 97.635452
0.000000 0.807229 0.040000 97.793121
0.000000 0.803213 0.040000 97.945587
0.000000 0.799197 0.040000 98.092850
0.000000 0.795181 0.040000 98.235123
0.000000 0.791165 0.040000 98.372543
0.000000 0.787149 0.040000 98.505234
0.000000 0.783133 0.040000 98.633324
0.000000 0.779116 0.040000 98.756897
0.000000 0.775100 0.040000 98.876099
0.000000 0.771084 0.040000 98.991089
0.000000 0.767068 0.040000 99.101913
0.000000 0.763052 0.040000 99.208725
0.000000 0.759036 0.040000 99.311630
0.000000 0.755020 0.040000 99.410713
0.000000 0.751004 0.040000 99.506081
0.000000 0.746988 0.040000 99.597824
0.000000 0.742972 0.040000 99.686096
0.000000 0.738956 0.040000 99.770905
0.000000 0.734940 0.040000 99.852425
0.000000 0.730924 0.040000 99.930679
0.000000 0.726908 0.040000 100.005798
0.000000 0.722892 0.040000 100.077843
0.000000 0.718876 0.040000 100.146942
0.000000 0.714859 0.040000 100.213097
0.000000 0.710843 0.040000 100.276443
0.000000 0.706827 0.040000 100.337074
0.000000 0.702811 0.040000 100.395050
0.000000 0.698795 0.040000 100.450394
0.000000 0.694779 0.040000 100.503250
0.000000 0.690763 0.040000 100.553658
0.000000 0.686747 0.040000 100.601669
0.000000 0.682731 0.040000 100.647385
0.000000 0.678715 0.040000 100.690865
0.000000 0.674699 0.040000 100.732132
0.000000 0.670683 0.040000 100.771309
0.000000 0.666667 0.040000 100.808380
0.000000 0.662651 0.040000 100.843491
0.000000 0.658635 0.040000 100.876663
0.000000 0.654619 0.040000 100.907921
0.000000 0.650602 0.040000 100.937363
0.000000 0.646586 0.040000 100.965042
0.000000 0.642570 0.040000 100.990982
0.000000 0.638554 0.040000 101.015282
0.000000 0.634538 0.040000 101.037903
0.000000 0.630522 0.040000 101.059006
0.000000 0.626506 0.040000 101.078545
0.000000 0.622490 0.040000 101.096649
0.000000 0.618474 0.040000 101.113274
0.000000 0.614458 0.040000 101.128532
0.000000 0.610442 0.040000 101.142471
0.000000 0.606426 0.040000 101.155067
0.000000 0.602410 0.040000 101.166428
0.000000 0.598394 0.040000 101.176575
0.000000 0.594378 0.040000 101.185532
0.000000 0.590361 0.040000 101.193329
0.000000 0.586345 0.040000 101.200073
0.000000 0.582329 0.040000 101.205734
0.000000 0.578313 0.040000 101.210327
0.000000 0.574297 0.040000 101.213966
0.000000 0.570281 0.040000 101.216637
0.000000 0.566265 0.040000 101.218384
0.000000 0.562249 0.040000 101.219254
0.000000 0.558233 0.040000 101.219223
0.000000 0.554217 0.040000 101.218384
0.000000 0.550201 0.040000 101.216743
0.000000 0.546185 0.040000 101.214310
0.000000 0.542169 0.040000 101.211189
0.000000 0.538153 0.040000 101.207306
0.000000 0.534137 0.040000 101.202774
0.000000 0.530120 0.040000 101.197563
0.000000 0.526104 0.040000 101.191727
0.000000 0.522088 0.040000 101.185287
0.000000 0.518072 0.040000 101.178268
0.000000 0.514056 0.040000 101.170685
0.000000 0.510040 0.040000 101.162628
0.000000 0.506024 0.040000 101.153992
0.000000 0.502008 0.040000 101.144897
0.000000 0.497992 0.040000 101.135345
0.000000 0.493976 0.040000 101.125359
0.000000 0.489960 0.040000 101.114960
